"pagename","projectcode","year","month","day","hour","bytes","pageviews","rawTokens","tokens","hour_rank"
sp cial page au hasard,fr,2010,01,16,06,1684418,2557,"WrappedArray(sp, cial, page, au, hasard)","WrappedArray(sp, cial, page, au, hasard)",71
wikipedia,zh,2010,01,16,06,36744705,2555,WrappedArray(wikipedia),WrappedArray(wikipedia),72
the lovely bones,en,2010,01,16,06,40391676,2536,"WrappedArray(the, love, bone)","WrappedArray(love, bone)",73
"",ja.d,2010,01,16,06,594091,2490,WrappedArray(),WrappedArray(),74
"",ru.d,2010,01,16,06,556586,2489,WrappedArray(),WrappedArray(),75
recentchangeslinked,hi,2010,01,16,06,34967,2475,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),76
youtube,en,2010,01,16,06,134793432,2442,WrappedArray(youtub),WrappedArray(youtub),77
kesha singer,en,2010,01,16,06,47960223,2386,"WrappedArray(kesha, singer)","WrappedArray(kesha, singer)",78
jarkov mammoth,en,2010,01,16,06,19543653,2381,"WrappedArray(jarkov, mammoth)","WrappedArray(jarkov, mammoth)",79
"",kk,2010,01,16,06,1108582,2304,WrappedArray(),WrappedArray(),80
p gina principal,pt,2010,01,16,06,32246484,2290,"WrappedArray(gina, princip)","WrappedArray(gina, princip)",81
special search,ja,2010,01,16,06,9027816,2277,"WrappedArray(special, search)","WrappedArray(special, search)",82
jay leno,en,2010,01,16,06,45520941,2269,"WrappedArray(jay, leno)","WrappedArray(jay, leno)",83
the lovely bones film,en,2010,01,16,06,71516319,2242,"WrappedArray(the, love, bone, film)","WrappedArray(love, bone, film)",84
dwayne johnson,en,2010,01,16,06,129325809,2241,"WrappedArray(dwayn, johnson)","WrappedArray(dwayn, johnson)",85
whatlinkshere,hi,2010,01,16,06,62220,2233,WrappedArray(whatlinksher),WrappedArray(whatlinksher),86
category,zh,2010,01,16,06,1267444,2224,WrappedArray(categori),WrappedArray(categori),87
whatlinkshere,new,2010,01,16,06,11269,2194,WrappedArray(whatlinksher),WrappedArray(whatlinksher),88
search,ru,2010,01,16,06,9277045,2119,WrappedArray(search),WrappedArray(search),89
hauptseite,de,2010,01,16,06,31829530,2057,WrappedArray(hauptseit),WrappedArray(hauptseit),90
deaths in 2010,en,2010,01,16,06,53659394,2021,"WrappedArray(death, in, 2010)","WrappedArray(death, 2010)",91
dominican republic,en,2010,01,16,06,157030554,2018,"WrappedArray(dominican, republ)","WrappedArray(dominican, republ)",92
halaman utama,id,2010,01,16,06,28211877,2002,"WrappedArray(halaman, utama)","WrappedArray(halaman, utama)",93
"",cv,2010,01,16,06,307466,1999,WrappedArray(),WrappedArray(),94
sex,en,2010,01,16,06,50952927,1998,WrappedArray(sex),WrappedArray(sex),95
av,ja,2010,01,16,06,120847128,1996,WrappedArray(av),WrappedArray(av),96
1,ja,2010,01,16,06,1570022,1991,WrappedArray(),WrappedArray(),97
strona g  wna,pl,2010,01,16,06,34311790,1988,"WrappedArray(strona, wna)","WrappedArray(strona, wna)",98
file jarkov d couvert dans son bloc de glace jpg,en,2010,01,16,06,19753605,1942,"WrappedArray(file, jarkov, couvert, dan, son, bloc, de, glace, jpg)","WrappedArray(file, jarkov, couvert, dan, son, bloc, glace, jpg)",99
glenn close,en,2010,01,16,06,42913002,1891,"WrappedArray(glenn, close)","WrappedArray(glenn, close)",100
dawn of the dead 2004 film,en,2010,01,16,06,31152116,1867,"WrappedArray(dawn, of, the, dead, 2004, film)","WrappedArray(dawn, dead, 2004, film)",101
dollhouse tv series,en,2010,01,16,06,71454286,1863,"WrappedArray(dollhous, tv, seri)","WrappedArray(dollhous, tv, seri)",102
special,zh,2010,01,16,06,7245381,1842,WrappedArray(special),WrappedArray(special),103
"",be-x-old,2010,01,16,06,237513,1839,WrappedArray(),WrappedArray(),104
"",zh-yue,2010,01,16,06,1114471,1758,WrappedArray(),WrappedArray(),105
john dillinger,en,2010,01,16,06,44857259,1754,"WrappedArray(john, dilling)","WrappedArray(john, dilling)",106
portal,ja,2010,01,16,06,67192966,1730,WrappedArray(portal),WrappedArray(portal),107
2004 indian ocean earthquake,en,2010,01,16,06,75321634,1712,"WrappedArray(2004, indian, ocean, earthquak)","WrappedArray(2004, indian, ocean, earthquak)",108
4,ja,2010,01,16,06,4937588,1702,WrappedArray(),WrappedArray(),109
special search,zh,2010,01,16,06,7739639,1697,"WrappedArray(special, search)","WrappedArray(special, search)",110
"",fr.d,2010,01,16,06,48538,1694,WrappedArray(),WrappedArray(),111
dakota fanning,en,2010,01,16,06,34313099,1667,"WrappedArray(dakota, fan)","WrappedArray(dakota, fan)",112
special search,it,2010,01,16,06,17881351,1663,"WrappedArray(special, search)","WrappedArray(special, search)",113
inglourious basterds,en,2010,01,16,06,53505263,1604,"WrappedArray(inglouri, basterd)","WrappedArray(inglouri, basterd)",114
the hurt locker,en,2010,01,16,06,44472619,1603,"WrappedArray(the, hurt, locker)","WrappedArray(hurt, locker)",115
avatar,en,2010,01,16,06,47535051,1601,WrappedArray(avatar),WrappedArray(avatar),116
nhk,ja,2010,01,16,06,5509569,1591,WrappedArray(nhk),WrappedArray(nhk),117
james cameron,en,2010,01,16,06,48784235,1576,"WrappedArray(jame, cameron)","WrappedArray(jame, cameron)",118
special search,id,2010,01,16,06,7618604,1576,"WrappedArray(special, search)","WrappedArray(special, search)",118
earthquake,en,2010,01,16,06,56943929,1573,WrappedArray(earthquak),WrappedArray(earthquak),119
teddy pendergrass,en,2010,01,16,06,23882220,1567,"WrappedArray(teddi, pendergrass)","WrappedArray(teddi, pendergrass)",120
martin luther king jr,en,2010,01,16,06,149954562,1554,"WrappedArray(martin, luther, king, jr)","WrappedArray(martin, luther, king, jr)",121
recentchangeslinked,new,2010,01,16,06,26068,1540,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),122
24 tv series,en,2010,01,16,06,57993421,1538,"WrappedArray(24, tv, seri)","WrappedArray(24, tv, seri)",123
united states,en,2010,01,16,06,228749727,1519,"WrappedArray(unit, state)","WrappedArray(unit, state)",124
spezial search,de,2010,01,16,06,11214971,1519,"WrappedArray(spezial, search)","WrappedArray(spezial, search)",124
naruto,ja,2010,01,16,06,16906835,1485,WrappedArray(naruto),WrappedArray(naruto),125
mila kunis,en,2010,01,16,06,28035404,1439,"WrappedArray(mila, kuni)","WrappedArray(mila, kuni)",126
special search,fr,2010,01,16,06,15925425,1439,"WrappedArray(special, search)","WrappedArray(special, search)",126
lil wayne,en,2010,01,16,06,48705758,1434,"WrappedArray(lil, wayn)","WrappedArray(lil, wayn)",127
glee tv series,en,2010,01,16,06,59786051,1390,"WrappedArray(glee, tv, seri)","WrappedArray(glee, tv, seri)",128
sp cial suivi des liens,fr.d,2010,01,16,06,26907,1366,"WrappedArray(sp, cial, suivi, de, lien)","WrappedArray(sp, cial, suivi, lien)",129
kara dioguardi,en,2010,01,16,06,25783981,1357,"WrappedArray(kara, dioguardi)","WrappedArray(kara, dioguardi)",130
whatlinkshere,uk,2010,01,16,06,33492,1348,WrappedArray(whatlinksher),WrappedArray(whatlinksher),131
ii,ja,2010,01,16,06,11000428,1339,WrappedArray(ii),WrappedArray(ii),132
paranormal activity film,en,2010,01,16,06,28943310,1328,"WrappedArray(paranorm, activ, film)","WrappedArray(paranorm, activ, film)",133
special autologin,meta.m,2010,01,16,06,2094514,1321,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",134
history of haiti,en,2010,01,16,06,47782937,1320,"WrappedArray(histori, of, haiti)","WrappedArray(histori, haiti)",135
the tonight show with conan o brien,en,2010,01,16,06,37265379,1316,"WrappedArray(the, tonight, show, with, conan, brien)","WrappedArray(tonight, conan, brien)",136
"",bn,2010,01,16,06,639271,1315,WrappedArray(),WrappedArray(),137
special autologin,en.q,2010,01,16,06,2426758,1313,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",138
spezial suche,de,2010,01,16,06,5830419,1311,"WrappedArray(spezial, such)",WrappedArray(spezial),139
"",arz,2010,01,16,06,606910,1308,WrappedArray(),WrappedArray(),140
special autologin,en.d,2010,01,16,06,3502081,1306,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",141
special autologin,www.w,2010,01,16,06,2399841,1305,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",142
special autologin,en.b,2010,01,16,06,6180787,1301,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",143
special autologin,en.s,2010,01,16,06,2548780,1301,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",143
john hughes filmmaker,en,2010,01,16,06,23864238,1301,"WrappedArray(john, hugh, filmmak)","WrappedArray(john, hugh, filmmak)",143
special autologin,en.n,2010,01,16,06,2687453,1300,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",144
portal current events,en,2010,01,16,06,62599581,1299,"WrappedArray(portal, current, event)","WrappedArray(portal, current, event)",145
special autologin,en.v,2010,01,16,06,1797606,1295,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",146
special autologin,commons.m,2010,01,16,06,2409065,1294,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",147
human penis size,en,2010,01,16,06,43636910,1293,"WrappedArray(human, peni, size)","WrappedArray(human, peni, size)",148
special autologin,species.m,2010,01,16,06,2564028,1290,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",149
india,en,2010,01,16,06,104593063,1286,WrappedArray(india),WrappedArray(india),150
denzel washington,en,2010,01,16,06,28218514,1275,"WrappedArray(denzel, washington)","WrappedArray(denzel, washington)",151
heidi montag,en,2010,01,16,06,26139042,1269,"WrappedArray(heidi, montag)","WrappedArray(heidi, montag)",152
list of sex positions,en,2010,01,16,06,31439491,1262,"WrappedArray(list, of, sex, posit)","WrappedArray(list, sex, posit)",153
file haiti orthographic projection svg,en,2010,01,16,06,24620316,1262,"WrappedArray(file, haiti, orthograph, project, svg)","WrappedArray(file, haiti, orthograph, project, svg)",153
the tonight show,en,2010,01,16,06,34480112,1259,"WrappedArray(the, tonight, show)",WrappedArray(tonight),154
facebook,en,2010,01,16,06,97956968,1258,WrappedArray(facebook),WrappedArray(facebook),155
zoe saldana,en,2010,01,16,06,15209985,1257,"WrappedArray(zoe, saldana)","WrappedArray(zoe, saldana)",156
selena gomez,en,2010,01,16,06,37247831,1243,"WrappedArray(selena, gomez)","WrappedArray(selena, gomez)",157
"",zh.s,2010,01,16,06,3382328,1240,WrappedArray(),WrappedArray(),158
recentchangeslinked,uk,2010,01,16,06,38102,1237,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),159
derek dooley coach,en,2010,01,16,06,16336528,1235,"WrappedArray(derek, dooley, coach)","WrappedArray(derek, dooley, coach)",160
jpg,ja,2010,01,16,06,178831,1223,WrappedArray(jpg),WrappedArray(jpg),161
"",ml,2010,01,16,06,773428,1203,WrappedArray(),WrappedArray(),162
justin bieber,en,2010,01,16,06,25659285,1197,"WrappedArray(justin, bieber)","WrappedArray(justin, bieber)",163
fc,ja,2010,01,16,06,4913105,1197,WrappedArray(fc),WrappedArray(fc),163
list of highest grossing films,en,2010,01,16,06,41591603,1194,"WrappedArray(list, of, highest, gross, film)","WrappedArray(list, highest, gross, film)",164
akb48,ja,2010,01,16,06,48955967,1185,WrappedArray(akb48),WrappedArray(akb48),165
lifehouse band,en,2010,01,16,06,19140450,1184,"WrappedArray(lifehous, band)","WrappedArray(lifehous, band)",166
miley cyrus,en,2010,01,16,06,42207656,1163,"WrappedArray(miley, cyru)","WrappedArray(miley, cyru)",167
5,ja,2010,01,16,06,4651465,1161,WrappedArray(),WrappedArray(),168
michael oher,en,2010,01,16,06,20855392,1157,"WrappedArray(michael, oher)","WrappedArray(michael, oher)",169
x,ja,2010,01,16,06,3278456,1145,WrappedArray(),WrappedArray(),170
portal huvudsida,sv,2010,01,16,06,8588864,1141,"WrappedArray(portal, huvudsida)","WrappedArray(portal, huvudsida)",171
file haitian national palace earthquake jpg,en,2010,01,16,06,12593146,1133,"WrappedArray(file, haitian, nation, palac, earthquak, jpg)","WrappedArray(file, haitian, nation, palac, earthquak, jpg)",172
dawn of the dead,en,2010,01,16,06,18136348,1130,"WrappedArray(dawn, of, the, dead)","WrappedArray(dawn, dead)",173
criminal minds,en,2010,01,16,06,18361745,1128,"WrappedArray(crimin, mind)","WrappedArray(crimin, mind)",174
2010,ja,2010,01,16,06,7626625,1127,WrappedArray(2010),WrappedArray(2010),175
"",si,2010,01,16,06,1197296,1123,WrappedArray(),WrappedArray(),176
the hangover film,en,2010,01,16,06,21890049,1123,"WrappedArray(the, hangov, film)","WrappedArray(hangov, film)",176
lost tv series,en,2010,01,16,06,72687008,1120,"WrappedArray(lost, tv, seri)","WrappedArray(lost, tv, seri)",177
american idol,en,2010,01,16,06,43908582,1106,"WrappedArray(american, idol)","WrappedArray(american, idol)",178
vagina,en,2010,01,16,06,24424731,1104,WrappedArray(vagina),WrappedArray(vagina),179
masturbation,en,2010,01,16,06,49478795,1099,WrappedArray(masturb),WrappedArray(masturb),180
saoirse ronan,en,2010,01,16,06,11778598,1099,"WrappedArray(saoirs, ronan)","WrappedArray(saoirs, ronan)",180
"",ko.d,2010,01,16,06,171441,1098,WrappedArray(),WrappedArray(),181
wikipedia,en,2010,01,16,06,107776632,1086,WrappedArray(wikipedia),WrappedArray(wikipedia),182
eminem,en,2010,01,16,06,56511727,1080,WrappedArray(eminem),WrappedArray(eminem),183
sexual intercourse,en,2010,01,16,06,35149470,1078,"WrappedArray(sexual, intercours)","WrappedArray(sexual, intercours)",184
johnny depp,en,2010,01,16,06,36930919,1078,"WrappedArray(johnni, depp)","WrappedArray(johnni, depp)",184
whatlinkshere,bn,2010,01,16,06,72466,1073,WrappedArray(whatlinksher),WrappedArray(whatlinksher),185
sam worthington,en,2010,01,16,06,10499237,1070,"WrappedArray(sam, worthington)","WrappedArray(sam, worthington)",186
michael jackson,en,2010,01,16,06,93778372,1067,"WrappedArray(michael, jackson)","WrappedArray(michael, jackson)",187
penis,en,2010,01,16,06,35575330,1067,WrappedArray(peni),WrappedArray(peni),187
3 idiots,en,2010,01,16,06,24239761,1065,WrappedArray(idiot),WrappedArray(idiot),188
toshi,ja,2010,01,16,06,22428484,1064,WrappedArray(toshi),WrappedArray(toshi),189
the undertaker,en,2010,01,16,06,45809062,1064,"WrappedArray(the, undertak)",WrappedArray(undertak),189
2010 in film,en,2010,01,16,06,26929107,1059,"WrappedArray(2010, in, film)","WrappedArray(2010, film)",190
google,en,2010,01,16,06,70535445,1055,WrappedArray(googl),WrappedArray(googl),191
sherlock holmes 2009 film,en,2010,01,16,06,32107416,1051,"WrappedArray(sherlock, holm, 2009, film)","WrappedArray(sherlock, holm, 2009, film)",192
"",hy,2010,01,16,06,322898,1050,WrappedArray(),WrappedArray(),193
ja,de,2010,01,16,06,48835,1039,WrappedArray(ja),WrappedArray(ja),194
sandra bullock,en,2010,01,16,06,22034478,1031,"WrappedArray(sandra, bullock)","WrappedArray(sandra, bullock)",195
the office u s tv series,en,2010,01,16,06,54583565,1027,"WrappedArray(the, offic, tv, seri)","WrappedArray(offic, tv, seri)",196
list of natural disasters by death toll,en,2010,01,16,06,19382049,1021,"WrappedArray(list, of, natur, disast, by, death, toll)","WrappedArray(list, natur, disast, death, toll)",197
drake entertainer,en,2010,01,16,06,18275795,1018,"WrappedArray(drake, entertain)","WrappedArray(drake, entertain)",198
"",new,2010,01,16,06,433592,1012,WrappedArray(),WrappedArray(),199
haitian vodou,en,2010,01,16,06,24339619,1008,"WrappedArray(haitian, vodou)","WrappedArray(haitian, vodou)",200
