"pagename","projectcode","year","month","day","hour","bytes","pageviews","rawTokens","tokens","hour_rank"
datei goya dog jpg,de,2009,12,04,08,38934879,1954,"WrappedArray(datei, goya, dog, jpg)","WrappedArray(datei, goya, dog, jpg)",87
special search,zh,2009,12,04,08,9811576,1952,"WrappedArray(special, search)","WrappedArray(special, search)",88
4 dezember,de,2009,12,04,08,88144942,1949,WrappedArray(dezemb),WrappedArray(dezemb),89
halaman utama,id,2009,12,04,08,29405868,1949,"WrappedArray(halaman, utama)","WrappedArray(halaman, utama)",89
1,ja,2009,12,04,08,3088646,1926,WrappedArray(),WrappedArray(),90
kim kardashian,en,2009,12,04,08,24139405,1887,"WrappedArray(kim, kardashian)","WrappedArray(kim, kardashian)",91
youtube,en,2009,12,04,08,103376259,1816,WrappedArray(youtub),WrappedArray(youtub),92
"",ru.s,2009,12,04,08,2737097,1805,WrappedArray(),WrappedArray(),93
chalky mount potteries,en,2009,12,04,08,35845550,1779,"WrappedArray(chalki, mount, potteri)","WrappedArray(chalki, mount, potteri)",94
direct public offering,en,2009,12,04,08,54090372,1777,"WrappedArray(direct, public, offer)","WrappedArray(direct, public, offer)",95
forside,da,2009,12,04,08,39842856,1774,WrappedArray(forsid),WrappedArray(forsid),96
michael bubl,en,2009,12,04,08,9350492,1747,"WrappedArray(michael, bubl)","WrappedArray(michael, bubl)",97
special search,nl,2009,12,04,08,8940234,1730,"WrappedArray(special, search)","WrappedArray(special, search)",98
pen lope cruz,en,2009,12,04,08,3557856,1647,"WrappedArray(pen, lope, cruz)","WrappedArray(pen, lope, cruz)",99
deaths in 2009,en,2009,12,04,08,88330023,1636,"WrappedArray(death, in, 2009)","WrappedArray(death, 2009)",100
whatlinkshere,uk,2009,12,04,08,447914,1622,WrappedArray(whatlinksher),WrappedArray(whatlinksher),101
rachel uchitel,en,2009,12,04,08,13696948,1610,"WrappedArray(rachel, uchitel)","WrappedArray(rachel, uchitel)",102
recentchangeslinked,uk,2009,12,04,08,254514,1597,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),103
special autologin,meta.m,2009,12,04,08,2537086,1555,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",104
murder of meredith kercher,en,2009,12,04,08,47617240,1548,"WrappedArray(murder, of, meredith, kercher)","WrappedArray(murder, meredith, kercher)",105
albina mythology,en,2009,12,04,08,32960900,1540,"WrappedArray(albina, mytholog)","WrappedArray(albina, mytholog)",106
special search,id,2009,12,04,08,8014865,1538,"WrappedArray(special, search)","WrappedArray(special, search)",107
special autologin,en.d,2009,12,04,08,4188698,1537,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",108
specjalna szukaj,pl,2009,12,04,08,5437914,1536,"WrappedArray(specjalna, szukaj)","WrappedArray(specjalna, szukaj)",109
special autologin,en.q,2009,12,04,08,2909991,1533,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",110
"",el.d,2009,12,04,08,462960,1532,WrappedArray(),WrappedArray(),111
special autologin,www.w,2009,12,04,08,2887424,1532,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",111
special autologin,species.m,2009,12,04,08,3101914,1527,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",112
special autologin,en.b,2009,12,04,08,7201267,1520,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",113
special autologin,en.v,2009,12,04,08,2171716,1519,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",114
jos  jos,en,2009,12,04,08,617255,1519,"WrappedArray(jo, jo)","WrappedArray(jo, jo)",114
special autologin,en.n,2009,12,04,08,3192423,1518,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",115
nhk,ja,2009,12,04,08,8194401,1513,WrappedArray(nhk),WrappedArray(nhk),116
special autologin,en.s,2009,12,04,08,3011941,1510,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",117
scrubs tv series,en,2009,12,04,08,53069467,1507,"WrappedArray(scrub, tv, seri)","WrappedArray(scrub, tv, seri)",118
special autologin,commons.m,2009,12,04,08,2854919,1497,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",119
template abjads,en,2009,12,04,08,60144128,1461,"WrappedArray(templat, abjad)","WrappedArray(templat, abjad)",120
wettervorhersage f r den 5 und 6 juni 1944 im  rmelkanal,de,2009,12,04,08,34986547,1459,"WrappedArray(wettervorhersag, den, und, juni, 1944, im, rmelkan)","WrappedArray(wettervorhersag, den, und, juni, 1944, im, rmelkan)",121
av,ja,2009,12,04,08,80676841,1456,WrappedArray(av),WrappedArray(av),122
olivia munn,en,2009,12,04,08,21551716,1451,"WrappedArray(olivia, munn)","WrappedArray(olivia, munn)",123
spezial beobachtungsliste,de,2009,12,04,08,58334929,1448,"WrappedArray(spezial, beobachtungslist)","WrappedArray(spezial, beobachtungslist)",124
single level cell,en,2009,12,04,08,32366068,1445,"WrappedArray(singl, level, cell)","WrappedArray(singl, level, cell)",125
pear,en,2009,12,04,08,111100779,1433,WrappedArray(pear),WrappedArray(pear),126
the temptations,en,2009,12,04,08,41615827,1428,"WrappedArray(the, temptat)",WrappedArray(temptat),127
steven seagal,en,2009,12,04,08,26173493,1426,"WrappedArray(steven, seagal)","WrappedArray(steven, seagal)",128
naruto,ja,2009,12,04,08,12431159,1426,WrappedArray(naruto),WrappedArray(naruto),128
admiral superintendent,en,2009,12,04,08,31684714,1426,"WrappedArray(admir, superintend)","WrappedArray(admir, superintend)",128
facebook,en,2009,12,04,08,113599911,1409,WrappedArray(facebook),WrappedArray(facebook),129
"",ml,2009,12,04,08,1422967,1400,WrappedArray(),WrappedArray(),130
2009,ja,2009,12,04,08,29196886,1377,WrappedArray(2009),WrappedArray(2009),131
main page,commons.m,2009,12,04,08,29236293,1377,"WrappedArray(main, page)","WrappedArray(main, page)",131
new moon 2009 film,en,2009,12,04,08,52747507,1377,"WrappedArray(new, moon, 2009, film)","WrappedArray(new, moon, 2009, film)",131
hero,ja,2009,12,04,08,54537349,1369,WrappedArray(hero),WrappedArray(hero),132
king ii,en,2009,12,04,08,23556268,1361,"WrappedArray(king, ii)","WrappedArray(king, ii)",133
sex,en,2009,12,04,08,34482960,1351,WrappedArray(sex),WrappedArray(sex),134
india,en,2009,12,04,08,124741041,1343,WrappedArray(india),WrappedArray(india),135
central pacific railroad,en,2009,12,04,08,70178921,1308,"WrappedArray(central, pacif, railroad)","WrappedArray(central, pacif, railroad)",136
special,zh.s,2009,12,04,08,115772,1305,WrappedArray(special),WrappedArray(special),137
adele diamond,en,2009,12,04,08,27963238,1274,"WrappedArray(adel, diamond)","WrappedArray(adel, diamond)",138
"",zh.s,2009,12,04,08,1763761,1268,WrappedArray(),WrappedArray(),139
taylor swift,en,2009,12,04,08,56086178,1267,"WrappedArray(taylor, swift)","WrappedArray(taylor, swift)",140
hund goya,de,2009,12,04,08,15795904,1263,"WrappedArray(hund, goya)","WrappedArray(hund, goya)",141
united states,en,2009,12,04,08,173413784,1262,"WrappedArray(unit, state)","WrappedArray(unit, state)",142
random,ru,2009,12,04,08,942087,1261,WrappedArray(random),WrappedArray(random),143
special recherche,fr,2009,12,04,08,3618735,1252,"WrappedArray(special, recherch)","WrappedArray(special, recherch)",144
avatar 2009 film,en,2009,12,04,08,45575480,1242,"WrappedArray(avatar, 2009, film)","WrappedArray(avatar, 2009, film)",145
ii,ja,2009,12,04,08,8100560,1234,WrappedArray(ii),WrappedArray(ii),146
5,ja,2009,12,04,08,3249757,1207,WrappedArray(),WrappedArray(),147
mediawiki,www.w,2009,12,04,08,22462239,1204,WrappedArray(mediawiki),WrappedArray(mediawiki),148
special search,pl,2009,12,04,08,15760176,1198,"WrappedArray(special, search)","WrappedArray(special, search)",149
"",bn,2009,12,04,08,2238721,1193,WrappedArray(),WrappedArray(),150
user shehzad19,en,2009,12,04,08,18376041,1175,"WrappedArray(user, shehzad19)","WrappedArray(user, shehzad19)",151
sp cial page au hasard,fr,2009,12,04,08,795008,1171,"WrappedArray(sp, cial, page, au, hasard)","WrappedArray(sp, cial, page, au, hasard)",152
2012 film,en,2009,12,04,08,31785846,1169,"WrappedArray(2012, film)","WrappedArray(2012, film)",153
sharereactor,en,2009,12,04,08,54208994,1142,WrappedArray(sharereactor),WrappedArray(sharereactor),154
"",ar.s,2009,12,04,08,549318,1142,WrappedArray(),WrappedArray(),154
taylor lautner,en,2009,12,04,08,14959492,1141,"WrappedArray(taylor, lautner)","WrappedArray(taylor, lautner)",155
"",fr.d,2009,12,04,08,366819,1138,WrappedArray(),WrappedArray(),156
wikipedia,en,2009,12,04,08,111579370,1125,WrappedArray(wikipedia),WrappedArray(wikipedia),157
"",ru.q,2009,12,04,08,1095008,1116,WrappedArray(),WrappedArray(),158
"",ko.d,2009,12,04,08,328437,1112,WrappedArray(),WrappedArray(),159
jpg,ru,2009,12,04,08,221872,1107,WrappedArray(jpg),WrappedArray(jpg),160
christmas,en,2009,12,04,08,65596043,1106,WrappedArray(christma),WrappedArray(christma),161
2010 fifa world cup,en,2009,12,04,08,53964250,1104,"WrappedArray(2010, fifa, world, cup)","WrappedArray(2010, fifa, world, cup)",162
2012,en,2009,12,04,08,23787798,1102,WrappedArray(2012),WrappedArray(2012),163
main page,pl,2009,12,04,08,69087065,1101,"WrappedArray(main, page)","WrappedArray(main, page)",164
fc,ja,2009,12,04,08,5352206,1096,WrappedArray(fc),WrappedArray(fc),165
wiktionary main page,en.d,2009,12,04,08,20954064,1080,"WrappedArray(wiktionari, main, page)","WrappedArray(wiktionari, main, page)",166
"",kk,2009,12,04,08,1826531,1068,WrappedArray(),WrappedArray(),167
kezd lap,hu,2009,12,04,08,32639806,1066,"WrappedArray(kezd, lap)","WrappedArray(kezd, lap)",168
trang ch nh,vi,2009,12,04,08,23341726,1061,"WrappedArray(trang, ch, nh)","WrappedArray(trang, ch, nh)",169
portal current events,en,2009,12,04,08,53289679,1061,"WrappedArray(portal, current, event)","WrappedArray(portal, current, event)",169
paranormal activity film,en,2009,12,04,08,25893645,1051,"WrappedArray(paranorm, activ, film)","WrappedArray(paranorm, activ, film)",170
jr,ja,2009,12,04,08,13559187,1044,WrappedArray(jr),WrappedArray(jr),171
the office u s tv series,en,2009,12,04,08,57825760,1035,"WrappedArray(the, offic, tv, seri)","WrappedArray(offic, tv, seri)",172
hypertext transfer protocol,en,2009,12,04,08,21181770,1030,"WrappedArray(hypertext, transfer, protocol)","WrappedArray(hypertext, transfer, protocol)",173
"",be,2009,12,04,08,1419721,1022,WrappedArray(),WrappedArray(),174
12  4,ja,2009,12,04,08,31696214,1021,WrappedArray(12),WrappedArray(12),175
eminem,en,2009,12,04,08,50403528,1011,WrappedArray(eminem),WrappedArray(eminem),176
toiminnot satunnainen sivu,fi,2009,12,04,08,703605,1010,"WrappedArray(toiminnot, satunnainen, sivu)","WrappedArray(toiminnot, satunnainen, sivu)",177
whatlinkshere,ru.d,2009,12,04,08,86646,1004,WrappedArray(whatlinksher),WrappedArray(whatlinksher),178
wiki,ja,2009,12,04,08,23660513,1004,WrappedArray(wiki),WrappedArray(wiki),178
x,ja,2009,12,04,08,4393204,998,WrappedArray(),WrappedArray(),179
lil wayne,en,2009,12,04,08,30557472,992,"WrappedArray(lil, wayn)","WrappedArray(lil, wayn)",180
faerie knight,en,2009,12,04,08,18976359,987,"WrappedArray(faeri, knight)","WrappedArray(faeri, knight)",181
liz murray,en,2009,12,04,08,7085205,969,"WrappedArray(liz, murray)","WrappedArray(liz, murray)",182
datei flag of germany svg,de,2009,12,04,08,50482698,964,"WrappedArray(datei, flag, of, germani, svg)","WrappedArray(datei, flag, germani, svg)",183
history of baghdad book,en,2009,12,04,08,17881662,957,"WrappedArray(histori, of, baghdad, book)","WrappedArray(histori, baghdad, book)",184
list of twilight characters,en,2009,12,04,08,31681609,954,"WrappedArray(list, of, twilight, charact)","WrappedArray(list, twilight, charact)",185
audrey hepburn,en,2009,12,04,08,48076296,947,"WrappedArray(audrey, hepburn)","WrappedArray(audrey, hepburn)",186
recentchangeslinked,ru.d,2009,12,04,08,109643,946,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),187
sexual intercourse,en,2009,12,04,08,34216445,941,"WrappedArray(sexual, intercours)","WrappedArray(sexual, intercours)",188
autun cathedral,en,2009,12,04,08,27533359,938,"WrappedArray(autun, cathedr)","WrappedArray(autun, cathedr)",189
bulgaria,en,2009,12,04,08,167684435,933,WrappedArray(bulgaria),WrappedArray(bulgaria),190
p gina principal,pt,2009,12,04,08,16500526,928,"WrappedArray(gina, princip)","WrappedArray(gina, princip)",191
file narmerpalette rom gamma jpg,en,2009,12,04,08,8491876,924,"WrappedArray(file, narmerpalett, rom, gamma, jpg)","WrappedArray(file, narmerpalett, rom, gamma, jpg)",192
bleach,ja,2009,12,04,08,25928144,918,WrappedArray(bleach),WrappedArray(bleach),193
"",ur,2009,12,04,08,673221,912,WrappedArray(),WrappedArray(),194
human penis size,en,2009,12,04,08,30015429,908,"WrappedArray(human, peni, size)","WrappedArray(human, peni, size)",195
special randompage,en,2009,12,04,08,528833,893,"WrappedArray(special, randompag)","WrappedArray(special, randompag)",196
malik,en,2009,12,04,08,43845498,891,WrappedArray(malik),WrappedArray(malik),197
leon uris,en,2009,12,04,08,32473641,890,"WrappedArray(leon, uri)","WrappedArray(leon, uri)",198
fu ball weltmeisterschaft 2010,de,2009,12,04,08,44961836,883,"WrappedArray(fu, ball, weltmeisterschaft, 2010)","WrappedArray(fu, ball, weltmeisterschaft, 2010)",199
f 15,ja,2009,12,04,08,67455605,883,WrappedArray(15),WrappedArray(15),199
darker than black,ja,2009,12,04,08,21089876,877,"WrappedArray(darker, than, black)","WrappedArray(darker, black)",200
"",ru,2010,01,16,22,558320817,515549,WrappedArray(),WrappedArray(),1
"",ja,2010,01,16,22,152468978,400443,WrappedArray(),WrappedArray(),2
special search,en,2010,01,16,22,1118826413,308818,"WrappedArray(special, search)","WrappedArray(special, search)",3
main page,en,2010,01,16,22,3766023132,253108,"WrappedArray(main, page)","WrappedArray(main, page)",4
404 error,en,2010,01,16,22,235334354,103542,"WrappedArray(404, error)","WrappedArray(404, error)",5
special random,en,2010,01,16,22,51464783,86385,"WrappedArray(special, random)","WrappedArray(special, random)",6
"",ar,2010,01,16,22,45892616,63830,WrappedArray(),WrappedArray(),7
"",he,2010,01,16,22,38576086,56589,WrappedArray(),WrappedArray(),8
wikipedia hauptseite,de,2010,01,16,22,489771839,54971,"WrappedArray(wikipedia, hauptseit)","WrappedArray(wikipedia, hauptseit)",9
"",zh,2010,01,16,22,6832228,44173,WrappedArray(),WrappedArray(),10
pagina principale,it,2010,01,16,22,1778481674,34595,"WrappedArray(pagina, principal)","WrappedArray(pagina, principal)",11
wikipedia portada,es,2010,01,16,22,461410789,28549,"WrappedArray(wikipedia, portada)","WrappedArray(wikipedia, portada)",12
export,ja,2010,01,16,22,32342,26392,WrappedArray(export),WrappedArray(export),13
spezial search,de,2010,01,16,22,174465049,25311,"WrappedArray(spezial, search)","WrappedArray(spezial, search)",14
"",bg,2010,01,16,22,8906731,24936,WrappedArray(),WrappedArray(),15
wikip dia accueil principal,fr,2010,01,16,22,308357978,23143,"WrappedArray(wikip, dia, accueil, princip)","WrappedArray(wikip, dia, accueil, princip)",16
haiti,en,2010,01,16,22,1274712490,22705,WrappedArray(haiti),WrappedArray(haiti),17
special search,de,2010,01,16,22,134584702,22586,"WrappedArray(special, search)","WrappedArray(special, search)",18
"",uk,2010,01,16,22,13312064,22024,WrappedArray(),WrappedArray(),19
"",el,2010,01,16,22,8812187,19800,WrappedArray(),WrappedArray(),20
"",fa,2010,01,16,22,94863630,18772,WrappedArray(),WrappedArray(),21
spezial suche,de,2010,01,16,22,52320766,18755,"WrappedArray(spezial, such)",WrappedArray(spezial),22
strona g  wna,pl,2010,01,16,22,236620175,18747,"WrappedArray(strona, wna)","WrappedArray(strona, wna)",23
special export washington d c,en,2010,01,16,22,38641782,16014,"WrappedArray(special, export, washington)","WrappedArray(special, export, washington)",24
"",ko,2010,01,16,22,24527485,14080,WrappedArray(),WrappedArray(),25
hauptseite,de,2010,01,16,22,114339889,13683,WrappedArray(hauptseit),WrappedArray(hauptseit),26
spezial zuf llige seite,de,2010,01,16,22,9377312,13665,"WrappedArray(spezial, zuf, llige, seit)","WrappedArray(spezial, zuf, llige, seit)",27
"",sr,2010,01,16,22,12467639,11999,WrappedArray(),WrappedArray(),28
special export same,en,2010,01,16,22,27374038,11638,"WrappedArray(special, export, same)","WrappedArray(special, export)",29
special search,es,2010,01,16,22,61715703,10999,"WrappedArray(special, search)","WrappedArray(special, search)",30
p gina principal,pt,2010,01,16,22,131334449,10055,"WrappedArray(gina, princip)","WrappedArray(gina, princip)",31
special search,fr,2010,01,16,22,62016122,8954,"WrappedArray(special, search)","WrappedArray(special, search)",32
kurt warner,en,2010,01,16,22,436609121,8849,"WrappedArray(kurt, warner)","WrappedArray(kurt, warner)",33
avatar 2009 film,en,2010,01,16,22,545484471,8711,"WrappedArray(avatar, 2009, film)","WrappedArray(avatar, 2009, film)",34
2010 haiti earthquake,en,2010,01,16,22,374438269,8598,"WrappedArray(2010, haiti, earthquak)","WrappedArray(2010, haiti, earthquak)",35
hoofdpagina,nl,2010,01,16,22,115506807,8169,WrappedArray(hoofdpagina),WrappedArray(hoofdpagina),36
category,ja,2010,01,16,22,466060,8005,WrappedArray(categori),WrappedArray(categori),37
search,en,2010,01,16,22,5276067,7923,WrappedArray(search),WrappedArray(search),38
hait,es,2010,01,16,22,207696411,7716,WrappedArray(hait),WrappedArray(hait),39
"",en,2010,01,16,22,4301034,7580,WrappedArray(),WrappedArray(),40
accueil,fr,2010,01,16,22,72228623,7361,WrappedArray(accueil),WrappedArray(accueil),41
search,ru,2010,01,16,22,28483801,7288,WrappedArray(search),WrappedArray(search),42
gary lineker,en,2010,01,16,22,248860742,6989,"WrappedArray(gari, linek)","WrappedArray(gari, linek)",43
portal huvudsida,sv,2010,01,16,22,87189308,6841,"WrappedArray(portal, huvudsida)","WrappedArray(portal, huvudsida)",44
"",th,2010,01,16,22,1579024,6534,WrappedArray(),WrappedArray(),45
index html,en,2010,01,16,22,82699135,6240,"WrappedArray(index, html)","WrappedArray(index, html)",46
special search,ru,2010,01,16,22,26198441,6237,"WrappedArray(special, search)","WrappedArray(special, search)",47
philippe bouvard,fr,2010,01,16,22,71713415,6206,"WrappedArray(philipp, bouvard)","WrappedArray(philipp, bouvard)",48
kirsty gallacher,en,2010,01,16,22,60058316,6052,"WrappedArray(kirsti, gallach)","WrappedArray(kirsti, gallach)",49
lady sovereign,en,2010,01,16,22,114983587,6031,"WrappedArray(ladi, sovereign)","WrappedArray(ladi, sovereign)",50
specjalna szukaj,pl,2010,01,16,22,18380485,5819,"WrappedArray(specjalna, szukaj)","WrappedArray(specjalna, szukaj)",51
"",en.d,2010,01,16,22,172146,5775,WrappedArray(),WrappedArray(),52
script kiddie,en,2010,01,16,22,151834337,5693,"WrappedArray(script, kiddi)","WrappedArray(script, kiddi)",53
wiki,en,2010,01,16,22,124805118,5681,WrappedArray(wiki),WrappedArray(wiki),54
ana sayfa,tr,2010,01,16,22,74442500,5622,"WrappedArray(ana, sayfa)","WrappedArray(ana, sayfa)",55
hlavn  strana,cs,2010,01,16,22,75618358,5592,"WrappedArray(hlavn, strana)","WrappedArray(hlavn, strana)",56
special export,de,2010,01,16,22,8519973,5592,"WrappedArray(special, export)","WrappedArray(special, export)",56
special export,ja,2010,01,16,22,1220534,5292,"WrappedArray(special, export)","WrappedArray(special, export)",57
sp cial page au hasard,fr,2010,01,16,22,3572519,5241,"WrappedArray(sp, cial, page, au, hasard)","WrappedArray(sp, cial, page, au, hasard)",58
speciale ricerca,it,2010,01,16,22,16734832,5218,"WrappedArray(special, ricerca)","WrappedArray(special, ricerca)",59
lady gaga,en,2010,01,16,22,172246858,5127,"WrappedArray(ladi, gaga)","WrappedArray(ladi, gaga)",60
special watchlist,en,2010,01,16,22,160998300,5120,"WrappedArray(special, watchlist)","WrappedArray(special, watchlist)",61
ha ti,fr,2010,01,16,22,151170809,5021,"WrappedArray(ha, ti)","WrappedArray(ha, ti)",62
danielle lineker,en,2010,01,16,22,44373821,4991,"WrappedArray(daniel, linek)","WrappedArray(daniel, linek)",63
special search,it,2010,01,16,22,36460930,4609,"WrappedArray(special, search)","WrappedArray(special, search)",64
terremoto de hait  de 2010,es,2010,01,16,22,193267777,4536,"WrappedArray(terremoto, de, hait, de, 2010)","WrappedArray(terremoto, hait, 2010)",65
whatlinkshere,ru,2010,01,16,22,305567,4491,WrappedArray(whatlinksher),WrappedArray(whatlinksher),66
wikipedia etusivu,fi,2010,01,16,22,40051485,4389,"WrappedArray(wikipedia, etusivu)","WrappedArray(wikipedia, etusivu)",67
"",ru.d,2010,01,16,22,1835012,4284,WrappedArray(),WrappedArray(),68
special recherche,fr,2010,01,16,22,11294255,4253,"WrappedArray(special, recherch)","WrappedArray(special, recherch)",69
haiti,de,2010,01,16,22,126519522,4122,WrappedArray(haiti),WrappedArray(haiti),70
http 404,en,2010,01,16,22,23192335,4047,"WrappedArray(http, 404)","WrappedArray(http, 404)",71
youtube,en,2010,01,16,22,212749896,4043,WrappedArray(youtub),WrappedArray(youtub),72
jeremy shockey,en,2010,01,16,22,98940218,3928,"WrappedArray(jeremi, shockey)","WrappedArray(jeremi, shockey)",73
the book of eli,en,2010,01,16,22,49589147,3926,"WrappedArray(the, book, of, eli)","WrappedArray(book, eli)",74
jersey shore tv series,en,2010,01,16,22,125449150,3705,"WrappedArray(jersey, shore, tv, seri)","WrappedArray(jersey, shore, tv, seri)",75
haiti,pl,2010,01,16,22,69006486,3361,WrappedArray(haiti),WrappedArray(haiti),76
solar eclipse of january 15 2010,en,2010,01,16,22,72894497,3243,"WrappedArray(solar, eclips, of, januari, 15, 2010)","WrappedArray(solar, eclips, januari, 15, 2010)",77
"",ka,2010,01,16,22,3112539,3193,WrappedArray(),WrappedArray(),78
"",mk,2010,01,16,22,1228547,3187,WrappedArray(),WrappedArray(),79
recentchangeslinked,ru,2010,01,16,22,266334,3179,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),80
portal forside,no,2010,01,16,22,26725864,3171,"WrappedArray(portal, forsid)","WrappedArray(portal, forsid)",81
"",bg.d,2010,01,16,22,107816,3089,WrappedArray(),WrappedArray(),82
kesha singer,en,2010,01,16,22,62474051,3070,"WrappedArray(kesha, singer)","WrappedArray(kesha, singer)",83
drew brees,en,2010,01,16,22,159560860,3067,"WrappedArray(drew, bree)","WrappedArray(drew, bree)",84
deaths in 2010,en,2010,01,16,22,78685483,2970,"WrappedArray(death, in, 2010)","WrappedArray(death, 2010)",85
"",he.s,2010,01,16,22,351517,2870,WrappedArray(),WrappedArray(),86
ivana trump,en,2010,01,16,22,34673459,2866,"WrappedArray(ivana, trump)","WrappedArray(ivana, trump)",87
celebrity big brother 2010 uk,en,2010,01,16,22,38905749,2829,"WrappedArray(celebr, big, brother, 2010, uk)","WrappedArray(celebr, big, brother, 2010, uk)",88
who dat,en,2010,01,16,22,38415206,2734,"WrappedArray(who, dat)",WrappedArray(dat),89
9,ru,2010,01,16,22,29215519,2707,WrappedArray(),WrappedArray(),90
index html,www,2010,01,16,22,1843969,2697,"WrappedArray(index, html)","WrappedArray(index, html)",91
"",ru.q,2010,01,16,22,1817390,2680,WrappedArray(),WrappedArray(),92
conan o brien,en,2010,01,16,22,92460152,2636,"WrappedArray(conan, brien)","WrappedArray(conan, brien)",93
haiti,pt,2010,01,16,22,59688427,2629,WrappedArray(haiti),WrappedArray(haiti),94
thierry le luron,fr,2010,01,16,22,27820269,2629,"WrappedArray(thierri, le, luron)","WrappedArray(thierri, le, luron)",94
glee tv series,en,2010,01,16,22,91339772,2565,"WrappedArray(glee, tv, seri)","WrappedArray(glee, tv, seri)",95
special search,nl,2010,01,16,22,9183319,2509,"WrappedArray(special, search)","WrappedArray(special, search)",96
justin bieber,en,2010,01,16,22,53637638,2500,"WrappedArray(justin, bieber)","WrappedArray(justin, bieber)",97
stephen baldwin,en,2010,01,16,22,36743795,2476,"WrappedArray(stephen, baldwin)","WrappedArray(stephen, baldwin)",98
schlag den raab,de,2010,01,16,22,68847983,2471,"WrappedArray(schlag, den, raab)","WrappedArray(schlag, den, raab)",99
paul sampson rugby player,en,2010,01,16,22,22329464,2435,"WrappedArray(paul, sampson, rugbi, player)","WrappedArray(paul, sampson, rugbi, player)",100
spezial beobachtungsliste,de,2010,01,16,22,83862883,2423,"WrappedArray(spezial, beobachtungslist)","WrappedArray(spezial, beobachtungslist)",101
facebook,en,2010,01,16,22,175875013,2413,WrappedArray(facebook),WrappedArray(facebook),102
pie xii,fr,2010,01,16,22,101543547,2404,"WrappedArray(pie, xii)","WrappedArray(pie, xii)",103
"",mr,2010,01,16,22,493471,2373,WrappedArray(),WrappedArray(),104
dominican republic,en,2010,01,16,22,180210127,2372,"WrappedArray(dominican, republ)","WrappedArray(dominican, republ)",105
stefan raab,de,2010,01,16,22,44416906,2352,"WrappedArray(stefan, raab)","WrappedArray(stefan, raab)",106
port au prince,en,2010,01,16,22,49540730,2338,"WrappedArray(port, au, princ)","WrappedArray(port, au, princ)",107
reggie bush,en,2010,01,16,22,100387057,2321,"WrappedArray(reggi, bush)","WrappedArray(reggi, bush)",108
donald trump,en,2010,01,16,22,71585992,2281,"WrappedArray(donald, trump)","WrappedArray(donald, trump)",109
paul sampson rugby,en,2010,01,16,22,20574353,2279,"WrappedArray(paul, sampson, rugbi)","WrappedArray(paul, sampson, rugbi)",110
mount everest,de,2010,01,16,22,62384647,2272,"WrappedArray(mount, everest)","WrappedArray(mount, everest)",111
special export wikipedia,ru,2010,01,16,22,1406545,2267,"WrappedArray(special, export, wikipedia)","WrappedArray(special, export, wikipedia)",112
martin luther king jr,en,2010,01,16,22,211951167,2257,"WrappedArray(martin, luther, king, jr)","WrappedArray(martin, luther, king, jr)",113
paul hogan,de,2010,01,16,22,19672962,2252,"WrappedArray(paul, hogan)","WrappedArray(paul, hogan)",114
das m dchen aus dem wasser,de,2010,01,16,22,51431201,2251,"WrappedArray(da, dchen, au, dem, wasser)","WrappedArray(da, dchen, au, dem, wasser)",115
"",hi,2010,01,16,22,1127373,2247,WrappedArray(),WrappedArray(),116
special autologin,meta.m,2010,01,16,22,3715585,2216,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",117
special autologin,www.w,2010,01,16,22,4200020,2196,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",118
special autologin,en.q,2010,01,16,22,4171638,2193,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",119
avatar,en,2010,01,16,22,70290485,2186,WrappedArray(avatar),WrappedArray(avatar),120
new orleans saints,en,2010,01,16,22,86281447,2184,"WrappedArray(new, orlean, saint)","WrappedArray(new, orlean, saint)",121
special autologin,en.s,2010,01,16,22,4417328,2184,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",121
special autologin,en.b,2010,01,16,22,10501089,2181,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",122
special autologin,en.d,2010,01,16,22,6019037,2179,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",123
special autologin,en.v,2010,01,16,22,3176987,2167,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",124
special autologin,species.m,2010,01,16,22,4476992,2166,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",125
special autologin,en.n,2010,01,16,22,4623360,2164,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",126
basshunter,en,2010,01,16,22,29507035,2160,WrappedArray(basshunt),WrappedArray(basshunt),127
special autologin,commons.m,2010,01,16,22,4155826,2134,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",128
united states,en,2010,01,16,22,287791571,2091,"WrappedArray(unit, state)","WrappedArray(unit, state)",129
